"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1982","Graduation","Divorced",32236.7453796838,"1","1","1",65.8564795458224,7.04015759262256,42.2409455557354,12.9565498821903,8.66556915827096,30.5819614478387,"3","7","2","3","6",1.91639228956774,2.91639228956774,15662.9427324911,"1"
"1966","Graduation","Married",40471.4364121589,"1","0","23",380.08513342496,2.07345079653896,46.8831915035844,2.76460106205195,1.38230053102598,58.4407047792338,"1","3","4","2","9",3.69115026551299,2.30884973448701,15679.6770946749,"1"
"1987","Graduation","Married",25545,"1","0","35",32,1,64,16,12,85,"3","2","2","3","6",3,3,15561,"1"
"1971","Master","Together",80573,"0","0","85",829,138,430,60,92,15,"1","4","6","13","2",4,5,15627,"0"
"1977","PhD","Single",58966.3239643574,"0","0","9",917.818748950958,10.5010373592377,132.553376197815,0.545077323913574,0.817615985870361,22.9098453521729,"3","5","4","8","9",4.86373066902161,3.13626933097839,15745.1300451756,"1"
"1972","Master","Married",68389.5130622382,"1","1","20",859.980943852104,74.2915641339496,488.936818889808,38.1457820669748,29.5386517648585,29.5386517648585,"1","7","0","3","8",4.28273914149031,3.28273914149031,15972.6784333233,"1"
"1976","Graduation","Married",62080.784217637,"0","0","76",791.807234537089,7.68674779101275,226.994675857015,38.0266207149252,26.7929399083368,46.2460068927612,"3","2","5","7","7",3.82123842346482,4.64247684692964,15993.8618630248,"1"
"1954","Graduation","Single",36130,"0","1","46",157,43,127,68,56,37,"6","3","8","4","4",3,4,15738,"1"
"1963","Graduation","Widow",34213,"1","1","2",50,4,28,6,3,26,"3","3","1","2","9",3,6,15530,"1"
"1982","Graduation","Together",49360.289863897,"2","1","4",146.599686348345,4.03652959456667,75.9832564862445,12.5337390089408,8.46067981980741,25.3820394594222,"3","10","1","5","6",3.23033990990371,4.76966009009629,16093.3784929295,"1"
"1971","2n Cycle","Divorced",49118,"0","0","90",620,54,239,99,98,119,"2","9","7","10","7",1,2,15570,"1"
"1988","Master","Single",90247,"0","0","27",1184,32,352,21,16,16,"1","3","4","7","1",4,4,16189,"1"
"1959","Master","Married",77520,"0","1","30",940,44,396,0,88,58,"1","8","7","7","4",4,3,15945,"1"
"1976","Graduation","Single",87313.831444025,"0","0","24",218.457421377301,6.70083917677402,499.081437274814,8.74299968779087,124.659832164645,73.4683796167374,"0","5","5","9","4",3.93618248403072,3.06381751596928,15577.2751968205,"1"
"1986","PhD","Single",32035.6322010229,"1","0","2",15.9676256752573,0.327937612542883,19.9352513505146,0.983812837628648,0.983812837628648,4.68824954982847,"3","1","1","3","6",3.65587522508577,4.67206238745712,15917.6396880627,"1"
"1971","Graduation","Divorced",50599.1203473099,"0","0","24",102.731514722109,2.5111868865788,121.737337514758,1.67412459105253,21.3672130592167,38.1692589968443,"1","6","5","8","9",3.16293770447373,2.16293770447373,15616.8754885495,"1"
"1973","Graduation","Divorced",50514.3929055708,"0","1","20",313.327028447296,11.8499058175366,111.859480394749,13.1472296258435,5.55258200922981,24.1261968221515,"1","3","1","4","4",3.74474179907702,2.76577460276894,15739.3604222194,"1"
"1961","PhD","Divorced",37585.6045799311,"1","1","0",111.364461462945,2.09366314392537,17.4986103028059,2.15610523987561,0.968778952024877,31.1873262878507,"1","3","3","7","9",4.93755790404975,2.06244209595025,15522.9786913097,"1"
"1983","Graduation","Married",37494.2790420568,"0","1","2",16.7862228590529,3.39389208168723,17.1511366534978,10.2732950197533,13.9099425296299,7.24275542818941,"3","3","0","2","8",3.78778416337445,3.39389208168723,15774.9616538868,"1"
"1962","Graduation","Married",37038.0804654164,"1","0","54",17.5507007231936,3,25.9459456554614,14.0119894570671,21.2694574207999,12.7843933482654,"7","6","2","2","9",3,2.91018085973337,15706.5628937557,"1"
"1982","PhD","Married",49183.2363606251,"1","0","72",138.154292420018,1.80053148348816,74.9964567767456,7.60106296697631,9.19946851651184,23.6001771611627,"1","7","1","3","7",3.79964567767456,4.20035432232544,15911.7064738588,"1"
"1990","Graduation","Single",26095,"1","0","77",11,7,9,3,1,11,"1","1","0","3","7",3,4,15886,"0"
"1983","Graduation","Divorced",60650.1680812798,"1","0","76",171.884366225451,60.6468968577683,383.421715296805,30.6712408103049,44.1994029842317,61.0319803953171,"1","3","0","6","1",3.77016707509756,2.77016707509756,15879.1856805533,"1"
"1974","Master","Divorced",66213.0567719012,"0","1","73",487.660733321449,46.501785999164,361.817721379921,24.8131697496865,29.967565441737,27.7122940765694,"7","5","2","8","3",4.37982486537658,2.75964973075315,15880.391173963,"1"
"1965","Graduation","Single",52400.0981620532,"0","0","26",558.094399529509,20.298168377718,93.913936833851,28.2428280694876,41.7838245166931,101.315564942546,"8","7","4","8","8",3.24282806948759,3.75717193051241,15814.6290947492,"1"
"1968","Graduation","Together",49783.7136362507,"0","1","22",516.419175839983,5.19221040070988,46.7959388627205,7.41744342958555,0.258255657041445,37.2193076605909,"4","1","1","7","8",3.51651131408289,4.48348868591711,15981.5698396286,"1"
"1967","Graduation","Married",77870,"0","1","93",1017,50,500,65,50,133,"3","5","5","5","8",3,3,15574,"1"
"1979","Graduation","Divorced",48032.5973631586,"1","0","5",491.829314988572,7.67432734090835,211.330063049216,30.4801942575723,46.5031762802973,40.425915481057,"4","1","1","7","7",3.94572122348472,4.83716367045417,15535.0479262159,"1"
"1986","Master","Married",61394.0999071584,"0","0","20",642.42500878172,55.1972229811363,372.602584236069,31.9416669919156,25.6726192799397,41.432738072006,"1","7","4","10","6",3.52242064266466,3.47757935733534,15938.840675757,"1"
"1972","Master","Married",38218.9065042608,"1","0","11",130.232539870776,3,119.731403820217,5.36342980898917,18.8871382162906,36.5688531207852,"7","3","1","4","7",3.34085745224729,2.34085745224729,15762.8983500674,"1"
"1973","PhD","Single",61203.1031351171,"0","1","12",457.52180487453,16.5072696222924,344.494342300575,45.2681740557309,8.98384484020062,58.093699128367,"1","3","6","2","5",4.36510501452722,2.90468495641835,15950.5977409126,"1"
"1956","2n Cycle","Single",49991.595967032,"1","0","76",78.6497423164546,20.5457842405885,145.272588452324,13.6642489023507,3.60682989470661,34.9084315188229,"1","3","4","3","7",2.93895434588194,4.96947717294097,15642.0951951277,"1"
"1950","PhD","Together",58284.5629940813,"1","1","53",599.087616055971,17.969336146256,160.481870649382,0,11.4193235996645,29.1545386109501,"4","11","1","6","6",5,3.57045511575416,15552.3840333088,"1"
"1975","Master","Together",17459,"1","0","12",6,4,16,3,10,30,"3","3","1","2","7",4,5,15967,"1"
"1972","Graduation","Married",30023,"1","0","28",11,0,16,7,6,21,"1","2","0","3","8",3,3,16153,"0"
"1981","Master","Divorced",54148.4023959066,"1","0","55",261.344267310109,8.12828839453869,156.548229786567,15.1817689230666,5.00584603473544,11.9611345583107,"7","5","1","8","2",3.95821154094301,2.08357691811398,15960.3693838809,"1"
"1969","Graduation","Married",48752,"1","1","8",73,57,100,71,15,0,"5","6","1","5","9",3,3,15686,"1"
"1956","PhD","Widow",58648.6222545388,"0","1","16",164.567213430069,14.7782199378125,211.538872207049,23.1236533056945,6.098126756493,27.6800931813195,"1","7","4","4","9",4.06182665284723,4.59273997927085,15640.2943802695,"1"
"1972","Graduation","Single",45881.2720784848,"1","1","34",499.398789819563,13.6007891974878,75.7944756175857,7.85601543216035,14.6295861110557,31.9424061728641,"4","5","1","9","9",3.97120308643207,4.48560154321603,15573.1439845678,"1"
"1964","PhD","Married",60926.1797872251,"0","0","2",519.484983070754,0.718576265498996,266.233705011662,31.317352547776,16.5030033858493,63.6286983238533,"3","2","2","8","7",3.0718576265499,3.03592881327495,16068.6646271371,"1"
"1950","Graduation","Single",49229.8130312208,"0","0","53",593.089985327795,44.7156701423228,169.270805828273,40.958415446803,27.5087056346238,70.3491294365376,"5","8","4","2","9",3.55029018782079,2.89941962435842,15593.0116075128,"1"
"1986","Master","Single",36743.0544535546,"0","1","17",317.031675073318,10.5000691595487,70.7534233976621,9.50103739323094,5.25031121796928,56.9990317663178,"4","5","1","5","10",4.25003457977436,3.74996542022564,15687.9979252135,"1"
"1969","Graduation","Together",53463.9428082174,"0","1","3",306.765926300315,58.7167632286437,154.936423316598,50.6849684610497,17.8612720477395,3.43352645728737,"4","8","1","7","9",3.5722544095479,3.5722544095479,15606.4566370728,"1"
"1956","Graduation","Married",79456,"0","0","12",565,42,548,64,83,99,"1","5","6","4","3",3,3,15574,"1"
"1949","Master","Single",98681.737716198,"1","1","69",682.407871399075,25.4284040555358,97.0434281751513,41.3403760939837,67.7687801495194,159.718898292631,"3","2","8","13","7",3.06044599786401,4.12089199572802,16030.6361524016,"1"
"1961","Graduation","Single",46558.6254867588,"1","1","0",236.978484018007,2.62695279461332,69.5371101459023,3.83593705948442,1.58203147025779,23.5527325028088,"6","7","2","4","5",3.79101573512889,4.79101573512889,15864.2226044894,"1"
"1987","PhD","Single",84515.9821482839,"0","0","4",1091.17991801468,13.559009649558,372.109766378766,73.0470427337568,20,30.6299862149172,"1","3","5","4","1",4.64566712616943,4.35433287383057,15981.031636799,"1"
"1969","Master","Single",35058.5505657722,"1","1","67",182.953346500173,31.8662690462079,56.9476474320982,7.47673955978826,3.3488402934745,15.9593108070549,"1","2","0","4","6",3.08721007336862,4.91278992663138,15708.0058316875,"1"
"1969","PhD","Divorced",36999.2166072335,"1","0","37",15,5.69893250241876,12.8440926270559,3.43010674975812,3.42473312560469,21.7096797507256,"1","2","1","4","6",4.71505337487906,2.56989325024188,16072.2256199419,"1"
"1975","Graduation","Single",31834.042777349,"0","1","26",25.5724051068537,10.4626692321617,27.93552562478,4.46266923216172,14.0248871785589,24.8755641072057,"1","3","1","4","8",2.02488717855886,4.48755641072057,15855.2341717675,"1"
"1989","Graduation","Single",43006.6994986972,"1","0","0",606.755565951113,11.9499624767341,75.9754815485794,12.3500125077553,6.75006253877655,34,"6","4","2","2","9",4.35001250775531,4.67500625387765,15801.3455097158,"1"
"1986","Graduation","Single",26576,"1","0","40",10,0,8,0,0,9,"1","1","0","2","9",3,4,15626,"1"
"1952","PhD","Together",31353.8933522687,"1","0","9",83.835900216829,2.68002992542461,43.1187730575912,7.76020947797224,5.40014962712303,13.8797306711785,"6","5","0","3","8",4.68002992542461,2.95991022372618,15653.7950623049,"1"
"1962","Master","Single",22019.6354742644,"1","0","10",42.4977805092931,6.06255548726767,58.1858908692375,12.4220275899861,8.68722256366163,14.9682783582248,"7","6","2","5","8",3.76563887181692,3.53127774363384,16064.100491703,"1"
"1969","2n Cycle","Married",49392.0941281379,"1","0","77",104.902768566506,55.2255264820997,101.0948879153,68.8102241693996,14.4336786644999,4.87036348530091,"1","11","3","12","7",2.92449048859999,2.96224524429999,15693.4754416286,"1"
"1974","PhD","Divorced",32765.2399364328,"1","0","15",136.958180393092,2.31072383606806,28.6214476721361,9.08096511475742,5.39168895082548,9.39168895082548,"2","9","0","3","7",5,2.22975872131065,15616.1640756065,"1"
"1952","Master","Together",56518.2472898243,"0","0","46",514.312604920939,5.8918099142611,339.593949870206,34.1622851286083,36.2524435333908,6.38279407378286,"1","3","1","4","2",3.49098415952176,3.98196831904352,15885.5717894156,"1"
"1956","PhD","Together",31407.9252791959,"1","0","75",209.525031324942,2.4031009436585,65.6004258194007,3.12614511139691,3.90768138924614,19.8738548886031,"2","9","0","3","5",3.43692744430155,4.56307255569845,15486.6469399743,"1"
"1970","2n Cycle","Divorced",21725.5640938247,"1","1","1",3.77065735380165,5.66948233917356,12.4586852923967,8.83474116958678,8.8988249853719,31.5042235087603,"3","3","2","3","6",1,2.22934264619835,15714.2225471931,"1"
"1958","2n Cycle","Together",53083,"1","1","65",215,7,33,3,0,13,"6","5","1","5","7",1,5,15840,"0"
"1964","Graduation","Single",59395.3668359919,"1","1","2",484.752257304266,0.0874360157176852,241.436389202252,29.8140996070579,14.6884597642347,67.1366682043299,"6","2","1","8","8",3.17487203143537,3.08743601571769,16078.7818053989,"1"
"1970","PhD","Single",55478.8210792448,"0","1","72",301.627431222238,0.210639216005802,92.7838018061593,4.78989706002176,11.1579794120044,23.219415850006,"4","9","7","5","3",4.99122336599976,3.00877663400024,15554.8968254961,"1"
"1972","Master","Single",29557.4053872265,"1","0","19",93.6711447918788,2.8248526705429,28.5688274987042,11.5763259651139,9.29191221576184,5.27691528294235,"3","2","0","10","8",4.94161755684763,4.11676488630474,15586.612213009,"1"
"1965","PhD","Married",68603.3642559203,"0","0","64",898.549535225378,36.9756796266884,467.142882193206,41.1902718506753,31.3927038880065,48.9847997666802,"5","8","2","6","3",4.80060800933279,2.80060800933279,15877.6024671078,"1"
"1982","2n Cycle","Single",38774.7475712865,"0","0","76",259.500283198198,9.64614015305415,18.3000080913771,4.68461725185625,3.06922641233541,16.2769056493416,"6","4","5","7","8",3.24615633580834,2.87692183209583,15536.8998624466,"1"
"1965","PhD","Single",63405.0539762154,"1","1","9",424.18371918425,68.5422147996724,379.82824908942,70.9116255789995,21.0486585870385,103.747764311731,"1","3","3","7","1",4.65044713765383,5.65044713765383,15884.1926619373,"1"
"1985","Graduation","Together",36417.2693978492,"0","0","49",113.213572882116,1.0554635412991,31.8319531194866,1.58319531194866,1.0554635412991,8.11092708259821,"2","4","1","5","6",4.0554635412991,4.47226822935045,15916,"1"
"1970","2n Cycle","Divorced",26338.2124348979,"1","1","64",2.94565588072874,10.4347529541701,16.5688245168421,10.5144803975709,11.3260647156276,22.134071562672,"2","1","0","2","6",1.70289607951418,3.40579215902835,15697.6342420762,"1"
"1957","Graduation","Married",59213.5901221375,"0","0","6",535.903165978845,62.8065218350384,181.700790391769,16.0764825360384,50.208102618577,105.357707422692,"1","11","5","4","4",4.67154148453847,3.16422925773077,15728.6152205563,"1"
"1970","Graduation","Single",27242,"1","0","2",3,17,26,20,1,39,"2","2","0","3","9",3,4,15655,"1"
"1984","Graduation","Divorced",22540.7866253196,"0","1","5",34.0938473248389,3.82330913632177,26.7968660970218,6.4699274089653,5.8871990009211,19.593962455634,"1","0","2","5","8",3.82330913632177,3.64661827264354,15636.0149787301,"1"
"1971","Graduation","Married",36187.6945934764,"1","1","11",64.9986223550513,3,65.9293094526511,7.57172378106043,8.4289650414139,28.2141381094698,"3","3","1","4","8",3.92862063017674,2.92862063017674,15880.4420526684,"1"
"1984","Master","Single",31385,"1","0","56",3,2,12,0,1,9,"1","1","0","2","8",4,4,15472,"1"
"1952","PhD","Together",44633.1217336422,"0","2","8",86.3293802624103,11.3892240165733,86.940156245837,29.640732091153,19.8622840580065,38.9281601104885,"1","1","0","6","6",4.69461200828664,2.30538799171336,15671.520839199,"1"
"1970","Master","Single",61185.7613143381,"1","1","16",436.543499747291,18.7988382894546,254.313334902748,25.2804627027363,24.470017215237,17.5764016695321,"0","6","7","8","2",3.80657642148435,2.3868471570313,16036.5879989602,"1"
"1971","Graduation","Single",60004.7570271073,"0","1","81",230.908791926689,47.0780028763693,389.670246197376,55.9281886212993,53.7284362812061,54.7734211680945,"1","5","8","5","3",4.04993808502331,4.47503095748834,16029.3664866907,"1"
"1972","Graduation","Single",53821.5562510579,"1","1","21",552.618546131998,13.7274090857245,142.541681961622,1.36370454286225,8.63679543812759,26.1819772666786,"4","9","1","5","5",4.09086363809183,3.45456818095408,15681.6320456187,"1"
"1975","PhD","Single",51808.7419173673,"0","1","3",138.383002204821,19.8423884625081,183.095213195309,37.0478752756026,28.0478752756026,8.82194725237787,"5","2","2","3","4",4.79451318690553,3.89725659345277,15946.0672417739,"1"
"1952","PhD","Divorced",31187.553081559,"0","2","8",49.1432896852493,3.94650291465223,72.5716448426247,20.5536863226444,14.6786390133202,73.7497161440551,"6","2","2","6","6",3.53572780266404,2.73213609866798,15582.6969760079,"1"
"1977","PhD","Married",61996,"0","1","27",1050,12,144,0,0,24,"3","6","4","8","5",5,3,15736,"1"
"1984","2n Cycle","Married",18357.6347641442,"1","0","87",22.7462640893646,3,13.4978925632313,6.37523948145099,3.62514368887059,17.874281555647,"2","4","0","4","9",1.2499042074196,2.8750478962902,15603.2487546965,"1"
"1974","PhD","Single",75883.4293211773,"1","1","26",892.217205002904,55.4352578930557,98.499196857214,24.8742637857795,74.1219882145524,70.0628681071103,"1","5","4","8","1",4.18753346428275,3.18753346428275,15868.3245136775,"1"
"1954","2n Cycle","Married",42831.9441868414,"1","0","27",176.613902621204,10.0671300943941,28.352333659539,13,0.419463753933087,100.825422020163,"1","5","1","4","7",2.16107249213383,3.41946375393309,15975.5102284518,"1"
"1954","Graduation","Married",35903.3539958438,"0","0","46",144.521637412719,39.37153995689,117.353606226854,62.2475633462891,51.0440545752645,35.8495126692578,"6","1","8","2","4",3.17699805088341,3.91150097455829,15760.6557505131,"1"
"1970","PhD","Widow",93757.0436267927,"0","1","16",1301.12195071578,67.9691912531853,730.337611943483,88.8857508972287,113.875481314957,44.9884467199445,"0","11","7","12","6",3.00256739556789,4.00256739556789,16405.4544284418,"1"
"1969","Master","Married",48913.0962265742,"0","0","8",77.3132403355557,56.9029423866887,100.978340742178,70.8058847733773,15.0038823045325,0.0621168725192547,"5","3","4","7","9",3.00388230453245,3.00388230453245,15687.9527991798,"1"
"1987","Graduation","Married",30577.1970338055,"1","0","35",95.7627098266967,1.43974282639101,60.9218002152629,13.3615430416539,10.0211572812404,75.5455292325933,"3","7","2","6","6",3.43974282639101,3.21987141319551,15576.3909989237,"1"
"1984","Master","Single",52101.0914326338,"0","1","56",371.055985674961,0.581672502215952,185.745118478546,22.6932399645448,11.6374562333804,49.4223336868454,"4","2","0","8","8",3.29083625110798,3.29083625110798,15896.7890855863,"1"
"1982","Graduation","Married",69109,"0","0","10",823,25,459,124,29,95,"1","6","6","7","4",3,3,15594,"1"
"1969","Graduation","Together",60369.0299336442,"0","0","2",1022.64196669217,0,58.4195219636895,29.0652280121576,10.997653842438,34.2796813091263,"1","1","4","10","4",3.78554670303129,5.78554670303129,15715.685590727,"1"
"1974","Master","Single",66782.3066558833,"1","1","2",336.174626176478,22.1933378104586,133.84053872549,17.8019842810463,9.98072277777828,15.5169382679742,"1","5","7","11","7",3.58936924836598,2.82126150326803,15861.3569114052,"1"
"1965","PhD","Together",47917.2921263895,"1","0","9",350.560981848277,0.905756072606891,50.8665369472001,0,0.452878036303446,59.151804653462,"2","10","1","8","8",3.90575607260689,4.09424392739311,15687.6362940429,"1"
"1965","Graduation","Single",69695.6429701075,"0","0","17",1094.14097893983,14.9476880133152,357.929628357291,23.855129994452,32.6317920088768,33.247469894588,"1","7","6","7","2",4.6579480022192,4.8289740011096,15818.1710259989,"1"
"1966","PhD","Married",29990.5559294359,"1","0","58",71.2044687527232,3.2113103074953,41.3212957882788,4.27470339974388,2.22187582287006,63.5668138696346,"4","5","2","7","2",4.01056551537476,2.01056551537476,15499.3486620074,"1"
"1969","PhD","Together",40833.9467821615,"1","0","81",109.556762076914,1.24416792206466,29.6391905192286,3.73250376619399,1.62208396103233,16.3545877272263,"7","4","2","2","7",4.37791603896767,4.24416792206466,15848.4759053933,"1"
"1991","Master","Single",60062.458470643,"1","0","3",204.372551357839,14.9645855990238,54.0995694859885,9.41797633422539,7.84564048331231,28.0771797583438,"1","2","7","2","3",3.67524219537154,5.35048439074308,15816.0033368585,"1"
"1952","Master","Divorced",71998.98809563,"1","2","8",137.002294752747,4.65630541741848,330.998226642609,12.8048398979008,85.6453530490398,62.5831855535507,"1","4","1","8","6",4.38802545145154,2.61197454854846,15597.9378325045,"1"
"1966","Master","Single",29529.3375078042,"0","1","11",67.9661335004494,3.71185327484272,36.2542489501648,4.3050799749326,1.96610222500749,62.8474756502546,"1","3","2","3","9",3.89830667502247,2.06779554998502,15519.9149271704,"1"
"1945","Graduation","Married",65229.0196644526,"0","0","3",447.513992858352,22.3037196525838,371.043547657551,59.7744433409534,40.828669047216,79.045571872266,"4","8","2","5","7",3.84164979821071,3.84164979821071,16052.0628795403,"1"
"1976","Graduation","Single",75825,"0","0","40",1032,105,779,137,105,51,"0","5","8","9","4",3,4,15684,"1"
"1980","Graduation","Single",39368.11129804,"0","0","18",45.8308639987372,0.906845462042838,12.3830863998737,1.69771817931905,2.15114091034047,7.68536822055466,"1","1","1","2","7",3,3.15114091034047,16022.7624093783,"1"
"1976","Graduation","Married",48485.2262677308,"0","1","56",382.448929244652,10.7960851443931,142.75236280635,6.52234891336411,16.401304951869,50,"2","3","5","7","7",3.28026099037379,3.56052198074758,15696.2384896297,"1"
"1980","Master","Together",48239.2464835036,"0","0","9",199.920539634069,3.60697510349564,75.5671923994087,7.14430421427824,10.3731860655826,23.5522607550956,"6","5","2","8","8",3.74626708892174,4.83084472594783,15803.8062037507,"1"
"1986","Master","Together",56007.4174383502,"1","0","81",851.069084612653,0,51.2038400070742,24.1211496344768,9.12692148331553,29.4692266713828,"4","1","1","2","6",3.65192296309397,5.65192296309397,15749.759644411,"1"
"1979","Graduation","Together",23969.5266732194,"0","1","5",131.143865513382,3.50455335853621,61.9131620142143,11.0212490065023,14.534909082111,20.2720078995917,"2","10","5","2","8",3.25075889308937,2.75227667926811,15599.6794229427,"1"
"1985","Master","Single",47195.5536847094,"0","1","74",257.6284423084,38.2144654900767,197.219816762488,19.7987171646673,21.3758460597601,18.409334148746,"4","7","1","4","4",3.79194868658669,4.79194868658669,15661.7103726482,"1"
"1969","PhD","Married",50999.107283659,"1","0","22",361.5366237259,3.85898244683631,50.7641963833012,5.40257542557083,0.228203510632738,31.2949122341815,"2","7","3","2","7",3.45640702126548,3.77179648936726,16225.5026385109,"1"
"1980","PhD","Married",42470.3172723558,"1","0","18",164.660629727878,2.44909354671836,82.9014443038031,4.85727580450475,4.04091128893197,4.83682016003877,"5","1","6","5","8",3.40818225778639,3.40818225778639,15919.4253806919,"1"
"1984","PhD","Together",46071.058218769,"0","1","9",208.5182418318,4.82780487462878,91.5604979426134,6.65258129639551,4.12085365597159,21.0604268279858,"1","5","4","4","8",4.05891260155477,4.94108739844523,15779.0196849436,"1"
"1970","Master","Single",45140.8457231342,"1","0","9",154.406049953075,0.650675821816549,69.4317528109532,4,7.74662089091726,18.4452692472842,"2","5","1","5","7",4.34932417818345,3.65067582181655,15714.9703070978,"1"
"1950","Master","Single",59457.7846024046,"0","0","36",836.057548234705,60.2581388633698,247.622962706024,48.6924414527602,36.6290694316849,63.8485461159144,"3","7","4","3","9",3.84389533684589,2.31220932630822,15603.0386621791,"1"
"1969","Graduation","Single",46334.7874533888,"0","0","34",523.404031756334,13.3828427726403,77.320100591518,8.16736746765673,14.3493692791089,32.0669469870627,"6","5","1","4","9",4.03347349353135,4.51673674676567,15572.8326325323,"1"
"1984","2n Cycle","Married",14796,"1","0","1",13,3,8,7,4,16,"2","1","0","3","9",1,3,15600,"1"
"1971","Master","Together",38186.323041497,"1","1","4",201.334208372515,9.48172776727006,130.54551289021,20.585382213816,13.362790562911,17.7621255912818,"2","3","2","7","7",3.05182722327299,3.10365444654599,15679.7614548248,"1"
"1983","Master","Single",78778.8690023012,"0","1","73",936.093703964725,52.7240611454472,438.708836652339,6.38028352428228,86.1770618502051,57.6093703964725,"1","10","2","7","3",4.1302098678425,3.1302098678425,15922.2132731276,"1"
"1974","Graduation","Married",52657.0503495578,"1","0","2",388.643707517534,0,195.834613881074,24.3871407834813,12.5873389719054,49.1992072463036,"1","3","0","8","9",3.52502477355301,3.52502477355301,16016.1349111637,"1"
"1943","Master","Divorced",41567.3850700342,"0","0","54",227.525577640859,23.955438827863,205.436711528106,31.2591074183583,41.3776809792034,55.4814008160029,"1","6","5","11","1",3.17036942136474,2.68147768545896,15745.8367371513,"1"
"1991","PhD","Married",71739.1849256814,"1","0","95",398.783653303515,23.6268058139831,107.404968657531,17.4243214852177,15.8327557346784,22.4630271405913,"1","6","7","5","7",3.92605428118259,3.53697285940871,15650.87695185,"1"
"1959","Graduation","Married",72258.1900267422,"0","1","30",836.714744254481,44,461.669020628324,60.5685141717549,78.4365503939334,114.105571022257,"1","3","4","5","4",3.3624366929289,3.6375633070711,15728.2284755958,"1"
"1963","Master","Divorced",60417.9079107074,"0","0","3",585.509552266914,19.2110672015697,309.353623313829,73.3501317841001,19.7052042237483,43.1407114677131,"3","5","2","8","3",4.50586297782138,3.97654808871448,15955.6784585421,"1"
"1974","PhD","Together",40730.1040252708,"1","1","65",175.778799098684,29.5540111190639,85.7761087899562,51.5526659647003,28.4428501874208,6.22187347849831,"5","4","2","9","8",3.8888390683569,4.1111609316431,15622.001120962,"1"
"1965","PhD","Together",65220,"0","0","3",890,63,292,0,25,12,"4","8","4","7","6",5,5,15408,"1"
"1949","Master","Married",25876.5775920877,"1","0","5",38.6405328903347,1.09525354555808,66.163616249105,16.217722389847,12.5034830265213,84.4148710772861,"3","2","2","7","8",3.01360764936544,3.02721529873088,15560.5781628697,"1"
"1956","2n Cycle","Together",48260.7327805734,"1","1","8",193.977680178359,43.9205015590414,102.335423162673,47.4499059391674,33.7917241277173,94.7169905717019,"2","3","9","4","5",2.21780564216897,4.60890282108448,15802.8743573127,"1"
"1952","Graduation","Single",47139,"1","1","2",46,0,12,0,2,23,"2","2","1","2","7",3,4,16224,"1"
"1985","PhD","Single",37864.7589331614,"1","0","5",36.6333998022601,4.37270914483815,21.6687029823661,2.87576361838728,3.08282425440848,4.1595395617187,"2","2","1","3","6",4.91717574559152,3.95858787279576,15880.4433155051,"1"
"1974","PhD","Widow",46049.8230149322,"1","0","19",284.796928243246,0,41.0172933049034,5.21964695281349,0.780353047186509,25.6762341633439,"4","3","0","2","8",5,5.7398823176045,15994.4389348512,"1"
"1956","Graduation","Widow",41736.8915013345,"1","1","38",170.298199573532,11.0940145598724,144.813819251023,21.4862286932766,11.4197567468509,18.6742578130215,"1","6","2","4","9",3.24311434663832,3.36467151995748,15656.2592702406,"1"
"1957","Graduation","Divorced",51523.034894638,"0","1","58",170.356167738093,8.63807130325586,231.289165983675,11.3294926942326,23.7180964348372,35.9257358270697,"1","5","2","7","2",3.56380713032559,2.28190356516279,15646.895429574,"1"
"1954","PhD","Divorced",82049.5106788385,"1","1","6",1183.7079712227,15.502772949636,289.290207769722,41.4440857553855,62.6367850359529,53.620147338137,"1","2","4","3","8",3.1871533812955,2.1871533812955,16150.9357669065,"1"
"1964","Graduation","Married",60597,"0","1","2",522,0,257,32,16,66,"4","2","2","8","7",3,3,16071,"1"
"1986","Graduation","Single",64505.0170653549,"1","1","1",146.40347686084,30.8583845931571,156.966606035596,0.331329232547432,0.496993848821148,114.894458407303,"2","7","1","2","5",3.16566461627372,2.33132923254743,15691.3193046278,"1"
"1976","Master","Together",70720.29414525,"0","0","4",810.955220699776,30.1883671861142,206.004461589735,27.2556178378873,26.7085260413587,69.7062952464912,"1","11","3","7","7",3.58071712241508,4.58071712241508,16026.7735458983,"1"
"1970","2n Cycle","Divorced",65706,"0","0","77",918,10,129,13,0,129,"1","11","3","12","7",1,2,15884,"1"
"1945","Graduation","Married",46503.5425594649,"0","1","9",101.388377021533,15.4216632223688,30.6950016315095,4.07166866073385,11.3633307954296,48.9183563557453,"7","5","4","4","8",4.62333297077566,3.81166648538783,16153.2132709734,"1"
"1954","Graduation","Married",23263.0534067797,"0","0","46",89.5867275940254,23.6748619102873,75.3164911554195,43.2818001178093,33.9783310140483,34.7528909198008,"6","4","1","4","4",3,3.55057818396017,15562.2760699284,"1"
"1975","Graduation","Single",84718.3114894829,"0","0","4",361.003559596837,18.3901067879051,107.600711919367,41.3429360506125,82.2957653133199,52.8653737576678,"0","2","6","4","6",1.43498220201582,3.21749110100791,16141.4454277684,"1"
